week,drawn_team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
3,SMU,Personal Foul,Personal / Contact,1,0.0,0.0
3,SMU,Roughing the Passer,Personal / Contact,1,15.0,15.0
3,South Alabama,Holding,Blocking / Holding,2,19.0,9.5
3,South Alabama,Other / Unclassified,Blocking / Holding,1,0.0,0.0
3,South Alabama,Pass Interference,Personal / Contact,1,0.0,0.0
3,South Alabama,Personal Foul,Personal / Contact,1,0.0,0.0
3,South Carolina,False Start,Procedural,2,10.0,5.0
3,South Carolina,Holding,Blocking / Holding,1,0.0,0.0
3,South Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
3,South Carolina,Personal Foul,Personal / Contact,1,5.0,5.0
3,South Carolina,Roughing the Passer,Personal / Contact,2,0.0,0.0
3,South Carolina,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,South Florida,Delay of Game,Procedural,1,0.0,0.0
3,South Florida,False Start,Procedural,5,24.0,4.8
3,South Florida,Holding,Blocking / Holding,2,10.0,5.0
3,South Florida,Pass Interference,Personal / Contact,1,0.0,0.0
3,Southern Miss,False Start,Procedural,1,5.0,5.0
3,Southern Miss,Holding,Blocking / Holding,1,10.0,10.0
3,Southern Miss,Offside,Procedural,4,37.0,9.25
3,Southern Miss,Pass Interference,Personal / Contact,1,7.0,7.0
3,Southern Miss,Roughing the Passer,Personal / Contact,3,0.0,0.0
3,Stanford,False Start,Procedural,2,10.0,5.0
3,Stanford,Offside,Procedural,1,1.0,1.0
3,Syracuse,False Start,Procedural,2,10.0,5.0
3,Syracuse,Holding,Blocking / Holding,2,22.0,11.0
3,Syracuse,Other / Unclassified,Administrative,1,0.0,0.0
3,Syracuse,Pass Interference,Personal / Contact,1,15.0,15.0
3,Syracuse,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,TCU,False Start,Procedural,1,5.0,5.0
3,TCU,Pass Interference,Personal / Contact,3,63.0,21.0
3,Temple,False Start,Procedural,1,5.0,5.0
3,Temple,Holding,Blocking / Holding,2,10.0,5.0
3,Temple,Pass Interference,Personal / Contact,1,15.0,15.0
3,Tennessee,Holding,Blocking / Holding,2,20.0,10.0
3,Tennessee,Offside,Procedural,1,5.0,5.0
3,Tennessee,Other / Unclassified,Administrative,1,5.0,5.0
3,Tennessee,Other / Unclassified,Other,1,10.0,10.0
3,Tennessee,Pass Interference,Personal / Contact,3,42.0,14.0
3,Texas,Face Mask,Other,1,6.0,6.0
3,Texas,False Start,Procedural,1,2.0,2.0
3,Texas,Holding,Blocking / Holding,1,0.0,0.0
3,Texas,Other / Unclassified,Blocking / Holding,3,0.0,0.0
3,Texas,Pass Interference,Personal / Contact,1,11.0,11.0
3,Texas,Personal Foul,Personal / Contact,2,0.0,0.0
3,Texas,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,Texas A&M,Face Mask,Other,1,1.0,1.0
3,Texas A&M,False Start,Procedural,1,0.0,0.0
3,Texas A&M,Holding,Blocking / Holding,2,10.0,5.0
3,Texas A&M,Other / Unclassified,Other,1,7.0,7.0
3,Texas State,Holding,Blocking / Holding,3,12.0,4.0
3,Texas State,Illegal Formation,Procedural,1,3.0,3.0
3,Texas Tech,Delay of Game,Procedural,1,5.0,5.0
3,Texas Tech,False Start,Procedural,2,10.0,5.0
3,Texas Tech,Holding,Blocking / Holding,2,8.0,4.0
3,Troy,False Start,Procedural,3,15.0,5.0
3,Troy,Holding,Blocking / Holding,2,10.0,5.0
3,Troy,Offside,Procedural,1,5.0,5.0
3,Tulane,Face Mask,Other,1,15.0,15.0
3,Tulane,False Start,Procedural,2,10.0,5.0
3,Tulane,Holding,Blocking / Holding,4,31.0,7.75
3,Tulane,Other / Unclassified,Procedural,1,3.0,3.0
3,Tulane,Pass Interference,Personal / Contact,2,30.0,15.0
3,Tulane,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Tulsa,Holding,Blocking / Holding,1,3.0,3.0
3,Tulsa,Offside,Procedural,1,1.0,1.0
3,Tulsa,Pass Interference,Personal / Contact,1,13.0,13.0
3,UAB,Delay of Game,Procedural,1,5.0,5.0
3,UAB,Face Mask,Other,1,15.0,15.0
3,UAB,Offside,Procedural,4,9.0,2.25
3,UAB,Personal Foul,Personal / Contact,2,15.0,7.5
3,UCLA,Face Mask,Other,1,0.0,0.0
3,UCLA,False Start,Procedural,2,9.0,4.5
3,UCLA,Illegal Motion,Other,1,4.0,4.0
3,UCLA,Offside,Procedural,1,0.0,0.0
3,UConn,Other / Unclassified,Administrative,1,5.0,5.0
3,UConn,Other / Unclassified,Other,5,49.0,9.8
3,UConn,Other / Unclassified,Safety / Tackling,1,0.0,0.0
3,UConn,Pass Interference,Personal / Contact,3,9.0,3.0
3,USC,False Start,Procedural,1,5.0,5.0
3,USC,Holding,Blocking / Holding,2,5.0,2.5
3,USC,Offside,Procedural,3,40.0,13.33
3,USC,Personal Foul,Personal / Contact,2,55.0,27.5
3,UTEP,False Start,Procedural,1,5.0,5.0
3,UTEP,Holding,Blocking / Holding,2,1.0,0.5
3,UTEP,Offside,Procedural,1,0.0,0.0
3,UTEP,Other / Unclassified,Administrative,2,1.0,0.5
3,UTEP,Roughing the Passer,Blocking / Holding,1,6.0,6.0
3,UTSA,False Start,Procedural,1,5.0,5.0
3,UTSA,Illegal Formation,Procedural,2,17.0,8.5
3,UTSA,Other / Unclassified,Other,1,15.0,15.0
3,UTSA,Unsportsmanlike Conduct,Personal / Contact,1,3.0,3.0
3,Utah,Delay of Game,Procedural,2,10.0,5.0
3,Utah,Holding,Blocking / Holding,4,0.0,0.0
3,Utah,Other / Unclassified,Administrative,1,5.0,5.0
3,Utah,Pass Interference,Personal / Contact,1,15.0,15.0
3,Utah State,Holding,Blocking / Holding,1,0.0,0.0
3,Utah State,Other / Unclassified,Other,1,10.0,10.0
3,Utah State,Pass Interference,Personal / Contact,1,0.0,0.0
3,Utah State,Personal Foul,Personal / Contact,1,0.0,0.0
3,Vanderbilt,False Start,Procedural,2,10.0,5.0
3,Vanderbilt,Other / Unclassified,Administrative,1,5.0,5.0
3,Vanderbilt,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Virginia,Holding,Blocking / Holding,1,0.0,0.0
3,Virginia Tech,Delay of Game,Procedural,1,5.0,5.0
3,Virginia Tech,Face Mask,Other,3,36.0,12.0
3,Virginia Tech,Holding,Blocking / Holding,3,21.0,7.0
3,Virginia Tech,Other / Unclassified,Other,1,6.0,6.0
3,Virginia Tech,Pass Interference,Personal / Contact,1,0.0,0.0
3,Virginia Tech,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Wake Forest,False Start,Procedural,1,0.0,0.0
3,Wake Forest,Holding,Blocking / Holding,3,8.0,2.67
3,Wake Forest,Illegal Formation,Procedural,1,6.0,6.0
3,Wake Forest,Offside,Procedural,1,0.0,0.0
3,Wake Forest,Other / Unclassified,Safety / Tackling,1,0.0,0.0
3,Wake Forest,Pass Interference,Personal / Contact,2,27.0,13.5
3,Wake Forest,Personal Foul,Personal / Contact,1,0.0,0.0
3,Wake Forest,Roughing,Personal / Contact,1,15.0,15.0
3,Wake Forest,Unsportsmanlike Conduct,Personal / Contact,2,22.0,11.0
3,Washington State,Holding,Blocking / Holding,2,26.0,13.0
3,Washington State,Pass Interference,Personal / Contact,3,30.0,10.0
3,West Virginia,Delay of Game,Procedural,1,5.0,5.0
3,West Virginia,False Start,Procedural,3,15.0,5.0
3,West Virginia,Holding,Blocking / Holding,2,15.0,7.5
3,West Virginia,Offside,Procedural,2,1.0,0.5
3,West Virginia,Other / Unclassified,Blocking / Holding,1,0.0,0.0
3,West Virginia,Other / Unclassified,Other,6,24.0,4.0
3,West Virginia,Pass Interference,Personal / Contact,1,13.0,13.0
3,West Virginia,Targeting,Personal / Contact,1,0.0,0.0
3,Western Michigan,False Start,Procedural,1,5.0,5.0
3,Western Michigan,Holding,Blocking / Holding,2,10.0,5.0
3,Western Michigan,Illegal Formation,Procedural,1,8.0,8.0
3,Western Michigan,Offside,Procedural,1,2.0,2.0
3,Western Michigan,Other / Unclassified,Safety / Tackling,1,11.0,11.0
3,Western Michigan,Pass Interference,Personal / Contact,4,52.0,13.0
3,Western Michigan,Unsportsmanlike Conduct,Personal / Contact,1,50.0,50.0
3,Wisconsin,False Start,Procedural,2,0.0,0.0
3,Wisconsin,Holding,Blocking / Holding,1,6.0,6.0
3,Wisconsin,Illegal Formation,Procedural,1,28.0,28.0
3,Wisconsin,Offside,Procedural,1,5.0,5.0
3,Wisconsin,Other / Unclassified,Other,1,1.0,1.0
3,Wisconsin,Personal Foul,Personal / Contact,1,0.0,0.0
3,Wisconsin,Roughing,Personal / Contact,1,0.0,0.0
3,Wisconsin,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Wyoming,Holding,Blocking / Holding,6,56.0,9.33
3,Wyoming,Other / Unclassified,Administrative,1,7.0,7.0
3,Wyoming,Pass Interference,Personal / Contact,1,15.0,15.0
3,Wyoming,Personal Foul,Personal / Contact,1,0.0,0.0
4,Air Force,False Start,Procedural,3,15.0,5.0
4,Air Force,Holding,Blocking / Holding,2,10.0,5.0
4,Air Force,Illegal Formation,Procedural,1,5.0,5.0
4,Air Force,Other / Unclassified,Other,3,32.0,10.67
4,Akron,False Start,Procedural,1,0.0,0.0
4,Akron,Holding,Blocking / Holding,1,0.0,0.0
4,Akron,Pass Interference,Personal / Contact,2,0.0,0.0
4,Akron,Personal Foul,Personal / Contact,1,0.0,0.0
4,Arizona State,Holding,Blocking / Holding,1,10.0,10.0
4,Arizona State,Other / Unclassified,Administrative,1,0.0,0.0
4,Arizona State,Other / Unclassified,Other,1,0.0,0.0
4,Arizona State,Pass Interference,Personal / Contact,2,30.0,15.0
4,Arizona State,Personal Foul,Personal / Contact,2,15.0,7.5
4,Arkansas,Delay of Game,Procedural,1,5.0,5.0
4,Arkansas,False Start,Procedural,1,5.0,5.0
4,Arkansas,Holding,Blocking / Holding,1,10.0,10.0
4,Arkansas,Other / Unclassified,Other,1,9.0,9.0
4,Arkansas,Pass Interference,Personal / Contact,1,15.0,15.0
4,Arkansas State,Holding,Blocking / Holding,3,0.0,0.0
4,Arkansas State,Other / Unclassified,Other,1,0.0,0.0
4,Arkansas State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Arkansas State,Roughing,Personal / Contact,1,0.0,0.0
4,Army,False Start,Procedural,3,15.0,5.0
4,Army,Holding,Blocking / Holding,3,15.0,5.0
4,Auburn,Delay of Game,Procedural,1,5.0,5.0
4,Auburn,False Start,Procedural,1,0.0,0.0
4,Auburn,Holding,Blocking / Holding,2,0.0,0.0
4,Auburn,Other / Unclassified,Blocking / Holding,2,15.0,7.5
4,Auburn,Pass Interference,Personal / Contact,1,0.0,0.0
4,BYU,False Start,Procedural,7,31.0,4.43
4,BYU,Holding,Blocking / Holding,2,28.0,14.0
4,BYU,Offside,Procedural,1,0.0,0.0
4,Ball State,Holding,Blocking / Holding,2,57.0,28.5
4,Ball State,Roughing the Passer,Personal / Contact,1,2.0,2.0
4,Baylor,False Start,Procedural,1,5.0,5.0
4,Baylor,Holding,Blocking / Holding,3,13.0,4.33
4,Baylor,Illegal Formation,Procedural,1,6.0,6.0
4,Baylor,Offside,Procedural,1,5.0,5.0
4,Baylor,Pass Interference,Personal / Contact,2,29.0,14.5
4,Boise State,False Start,Procedural,1,5.0,5.0
4,Boise State,Holding,Blocking / Holding,4,16.0,4.0
4,Boise State,Offside,Procedural,1,5.0,5.0
4,Boise State,Pass Interference,Personal / Contact,1,7.0,7.0
4,Boise State,Personal Foul,Personal / Contact,1,8.0,8.0
4,Boise State,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Bowling Green,False Start,Procedural,1,5.0,5.0
4,Bowling Green,Holding,Blocking / Holding,5,60.0,12.0
4,Bowling Green,Other / Unclassified,Procedural,1,16.0,16.0
4,Bowling Green,Pass Interference,Personal / Contact,1,15.0,15.0
4,Bowling Green,Personal Foul,Personal / Contact,2,1.0,0.5
4,Bowling Green,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Buffalo,False Start,Procedural,1,0.0,0.0
4,Buffalo,Holding,Blocking / Holding,2,0.0,0.0
4,Buffalo,Pass Interference,Personal / Contact,2,0.0,0.0
4,Buffalo,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
4,California,Holding,Blocking / Holding,4,29.0,7.25
4,California,Pass Interference,Personal / Contact,1,6.0,6.0
4,Central Michigan,Face Mask,Other,1,6.0,6.0
4,Central Michigan,Offside,Procedural,1,3.0,3.0
4,Central Michigan,Other / Unclassified,Other,2,51.0,25.5
4,Central Michigan,Pass Interference,Personal / Contact,1,16.0,16.0
4,Central Michigan,Personal Foul,Personal / Contact,1,0.0,0.0
4,Charlotte,False Start,Procedural,1,0.0,0.0
4,Charlotte,Holding,Blocking / Holding,2,16.0,8.0
4,Clemson,False Start,Procedural,2,10.0,5.0
4,Clemson,Holding,Blocking / Holding,1,2.0,2.0
4,Clemson,Other / Unclassified,Other,1,0.0,0.0
4,Clemson,Roughing the Passer,Personal / Contact,2,15.0,7.5
4,Coastal Carolina,False Start,Procedural,2,10.0,5.0
4,Coastal Carolina,Holding,Blocking / Holding,2,5.0,2.5
4,Coastal Carolina,Illegal Formation,Procedural,1,0.0,0.0
4,Coastal Carolina,Offside,Procedural,1,5.0,5.0
4,Coastal Carolina,Other / Unclassified,Other,1,5.0,5.0
4,Coastal Carolina,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Colorado,Delay of Game,Procedural,1,5.0,5.0
4,Colorado,False Start,Procedural,1,5.0,5.0
4,Colorado,Holding,Blocking / Holding,1,10.0,10.0
4,Colorado,Pass Interference,Personal / Contact,3,33.0,11.0
4,Colorado State,Face Mask,Other,1,1.0,1.0
4,Colorado State,False Start,Procedural,2,13.0,6.5
4,Colorado State,Holding,Blocking / Holding,1,5.0,5.0
4,Colorado State,Offside,Procedural,1,2.0,2.0
4,Colorado State,Other / Unclassified,Administrative,2,0.0,0.0
4,Colorado State,Other / Unclassified,Other,1,0.0,0.0
4,Colorado State,Pass Interference,Personal / Contact,1,15.0,15.0
4,Colorado State,Personal Foul,Personal / Contact,1,15.0,15.0
4,Delaware,Delay of Game,Procedural,2,10.0,5.0
4,Delaware,False Start,Procedural,1,5.0,5.0
4,Delaware,Holding,Blocking / Holding,1,0.0,0.0
4,Duke,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Duke,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
4,East Carolina,False Start,Procedural,1,5.0,5.0
4,East Carolina,Holding,Blocking / Holding,3,20.0,6.67
4,East Carolina,Offside,Procedural,1,5.0,5.0
4,East Carolina,Pass Interference,Personal / Contact,2,17.0,8.5
4,East Carolina,Personal Foul,Personal / Contact,2,3.0,1.5
4,East Carolina,Targeting,Personal / Contact,1,0.0,0.0
4,East Carolina,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Eastern Michigan,Delay of Game,Procedural,1,5.0,5.0
4,Eastern Michigan,False Start,Procedural,2,10.0,5.0
4,Eastern Michigan,Holding,Blocking / Holding,2,34.0,17.0
4,Eastern Michigan,Illegal Formation,Procedural,1,5.0,5.0
4,Eastern Michigan,Other / Unclassified,Blocking / Holding,2,13.0,6.5
4,Eastern Michigan,Other / Unclassified,Other,4,30.0,7.5
4,Eastern Michigan,Personal Foul,Personal / Contact,1,52.0,52.0
4,Eastern Michigan,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Florida,Delay of Game,Procedural,2,10.0,5.0
4,Florida,False Start,Procedural,4,0.0,0.0
4,Florida,Holding,Blocking / Holding,1,10.0,10.0
4,Florida International,Face Mask,Other,1,15.0,15.0
4,Florida International,False Start,Procedural,1,5.0,5.0
4,Florida International,Holding,Blocking / Holding,2,43.0,21.5
4,Florida International,Other / Unclassified,Administrative,1,5.0,5.0
4,Florida International,Pass Interference,Personal / Contact,2,28.0,14.0
4,Florida State,Delay of Game,Procedural,1,5.0,5.0
4,Florida State,Face Mask,Other,3,21.0,7.0
4,Florida State,Other / Unclassified,Other,1,0.0,0.0
4,Florida State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Florida State,Roughing the Kicker,Personal / Contact,1,51.0,51.0
4,Fresno State,False Start,Procedural,3,10.0,3.33
4,Fresno State,Illegal Motion,Other,1,5.0,5.0
4,Fresno State,Other / Unclassified,Administrative,1,4.0,4.0
4,Fresno State,Pass Interference,Personal / Contact,1,14.0,14.0
4,Fresno State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Fresno State,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Georgia Southern,Delay of Game,Procedural,1,5.0,5.0
4,Georgia Southern,Face Mask,Other,1,7.0,7.0
4,Georgia Southern,False Start,Procedural,2,10.0,5.0
4,Georgia Southern,Holding,Blocking / Holding,1,10.0,10.0
4,Georgia Southern,Illegal Formation,Procedural,1,0.0,0.0
4,Georgia Southern,Other / Unclassified,Administrative,1,5.0,5.0
4,Georgia Southern,Other / Unclassified,Other,3,50.0,16.67
4,Georgia State,Face Mask,Other,1,15.0,15.0
4,Georgia State,Holding,Blocking / Holding,5,8.0,1.6
4,Georgia State,Offside,Procedural,1,5.0,5.0
4,Georgia State,Other / Unclassified,Administrative,2,8.0,4.0
4,Georgia State,Pass Interference,Personal / Contact,1,14.0,14.0
4,Georgia State,Personal Foul,Personal / Contact,2,26.0,13.0
4,Georgia State,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Georgia State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Georgia Tech,False Start,Procedural,1,5.0,5.0
4,Georgia Tech,Holding,Blocking / Holding,1,15.0,15.0
4,Georgia Tech,Other / Unclassified,Other,4,40.0,10.0
4,Hawai'i,Holding,Blocking / Holding,4,40.0,10.0
4,Hawai'i,Other / Unclassified,Administrative,1,11.0,11.0
4,Hawai'i,Personal Foul,Personal / Contact,1,15.0,15.0
4,Illinois,False Start,Procedural,2,0.0,0.0
4,Illinois,Personal Foul,Personal / Contact,1,0.0,0.0
4,Indiana,Holding,Blocking / Holding,2,12.0,6.0
4,Indiana,Other / Unclassified,Other,1,0.0,0.0
4,Iowa,Delay of Game,Procedural,1,5.0,5.0
4,Iowa,Pass Interference,Personal / Contact,2,30.0,15.0
4,Jacksonville State,False Start,Procedural,3,15.0,5.0
4,Jacksonville State,Holding,Blocking / Holding,3,10.0,3.33
4,Jacksonville State,Offside,Procedural,2,63.0,31.5
4,Jacksonville State,Other / Unclassified,Other,1,0.0,0.0
4,Jacksonville State,Pass Interference,Personal / Contact,1,13.0,13.0
4,Jacksonville State,Personal Foul,Personal / Contact,1,15.0,15.0
4,James Madison,False Start,Procedural,1,5.0,5.0
4,James Madison,Holding,Blocking / Holding,1,1.0,1.0
4,James Madison,Pass Interference,Personal / Contact,1,15.0,15.0
4,James Madison,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Kansas,False Start,Procedural,3,15.0,5.0
4,Kansas,Holding,Blocking / Holding,1,8.0,8.0
4,Kansas,Offside,Procedural,1,2.0,2.0
4,Kennesaw State,False Start,Procedural,4,0.0,0.0
4,Kennesaw State,Holding,Blocking / Holding,1,0.0,0.0
4,Kennesaw State,Pass Interference,Personal / Contact,4,0.0,0.0
4,Kennesaw State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Kent State,Holding,Blocking / Holding,1,11.0,11.0
4,Kent State,Offside,Procedural,1,5.0,5.0
4,Kent State,Other / Unclassified,Other,1,5.0,5.0
4,LSU,Holding,Blocking / Holding,2,20.0,10.0
4,LSU,Other / Unclassified,Other,1,47.0,47.0
4,LSU,Other / Unclassified,Procedural,1,5.0,5.0
4,Liberty,False Start,Procedural,1,5.0,5.0
4,Liberty,Holding,Blocking / Holding,1,0.0,0.0
4,Liberty,Offside,Procedural,1,5.0,5.0
4,Liberty,Other / Unclassified,Other,1,15.0,15.0
4,Liberty,Pass Interference,Personal / Contact,1,4.0,4.0
4,Louisiana,Holding,Blocking / Holding,3,12.0,4.0
4,Louisiana,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Louisiana Tech,Delay of Game,Procedural,1,5.0,5.0
4,Louisiana Tech,Other / Unclassified,Administrative,1,5.0,5.0
4,Louisiana Tech,Other / Unclassified,Other,3,38.0,12.67
4,Louisville,False Start,Procedural,1,5.0,5.0
4,Louisville,Other / Unclassified,Other,1,0.0,0.0
4,Louisville,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
4,Marshall,False Start,Procedural,1,5.0,5.0
4,Marshall,Holding,Blocking / Holding,5,44.0,8.8
4,Marshall,Other / Unclassified,Procedural,1,3.0,3.0
4,Marshall,Pass Interference,Personal / Contact,1,12.0,12.0
4,Maryland,Delay of Game,Procedural,1,0.0,0.0
4,Maryland,Other / Unclassified,Other,1,5.0,5.0
4,Maryland,Personal Foul,Personal / Contact,2,30.0,15.0
4,Maryland,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Memphis,False Start,Procedural,1,5.0,5.0
4,Memphis,Holding,Blocking / Holding,2,20.0,10.0
4,Memphis,Offside,Procedural,1,5.0,5.0
4,Memphis,Other / Unclassified,Administrative,1,5.0,5.0
4,Miami,False Start,Procedural,2,0.0,0.0
4,Miami (OH),False Start,Procedural,3,15.0,5.0
4,Miami (OH),Holding,Blocking / Holding,2,0.0,0.0
4,Miami (OH),Offside,Procedural,5,25.0,5.0
4,Miami (OH),Pass Interference,Personal / Contact,1,14.0,14.0
4,Miami (OH),Personal Foul,Personal / Contact,4,100.0,25.0
4,Miami (OH),Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
4,Michigan,Delay of Game,Procedural,1,4.0,4.0
4,Michigan,False Start,Procedural,1,5.0,5.0
4,Michigan,Offside,Procedural,1,0.0,0.0
4,Michigan,Other / Unclassified,Other,2,0.0,0.0
4,Michigan,Pass Interference,Personal / Contact,2,19.0,9.5
4,Michigan,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
4,Michigan State,Delay of Game,Procedural,1,6.0,6.0
4,Michigan State,Face Mask,Other,1,5.0,5.0
4,Michigan State,False Start,Procedural,1,5.0,5.0
4,Michigan State,Offside,Procedural,1,1.0,1.0
4,Michigan State,Other / Unclassified,Blocking / Holding,1,0.0,0.0
4,Michigan State,Other / Unclassified,Other,2,5.0,2.5
4,Michigan State,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Michigan State,Unsportsmanlike Conduct,Personal / Contact,1,23.0,23.0
4,Middle Tennessee,False Start,Procedural,3,15.0,5.0
4,Middle Tennessee,Holding,Blocking / Holding,2,14.0,7.0
4,Middle Tennessee,Other / Unclassified,Other,1,10.0,10.0
4,Middle Tennessee,Pass Interference,Personal / Contact,2,27.0,13.5
4,Middle Tennessee,Personal Foul,Personal / Contact,1,38.0,38.0
4,Mississippi State,False Start,Procedural,1,5.0,5.0
4,Mississippi State,Holding,Blocking / Holding,3,34.0,11.33
4,Mississippi State,Pass Interference,Personal / Contact,1,15.0,15.0
4,Missouri,False Start,Procedural,6,30.0,5.0
4,Missouri,Holding,Blocking / Holding,3,32.0,10.67
4,Missouri,Other / Unclassified,Administrative,1,5.0,5.0
4,Missouri,Other / Unclassified,Other,1,15.0,15.0
4,Missouri,Pass Interference,Personal / Contact,1,14.0,14.0
4,Missouri State,Face Mask,Other,1,15.0,15.0
4,Missouri State,False Start,Procedural,1,5.0,5.0
4,Missouri State,Personal Foul,Personal / Contact,1,0.0,0.0
4,NC State,Delay of Game,Procedural,1,5.0,5.0
4,NC State,Face Mask,Other,1,15.0,15.0
4,NC State,False Start,Procedural,1,5.0,5.0
4,NC State,Holding,Blocking / Holding,3,15.0,5.0
4,NC State,Offside,Procedural,2,10.0,5.0
4,NC State,Pass Interference,Personal / Contact,3,39.0,13.0
4,NC State,Personal Foul,Personal / Contact,1,15.0,15.0
4,Nebraska,False Start,Procedural,1,5.0,5.0
4,Nebraska,Illegal Formation,Procedural,1,0.0,0.0
4,North Carolina,False Start,Procedural,2,10.0,5.0
4,North Carolina,Holding,Blocking / Holding,2,10.0,5.0
4,North Carolina,Illegal Formation,Procedural,2,43.0,21.5
4,North Carolina,Offside,Procedural,1,0.0,0.0
4,North Carolina,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,North Texas,Offside,Procedural,1,5.0,5.0
4,Northern Illinois,Delay of Game,Procedural,1,5.0,5.0
4,Northern Illinois,Face Mask,Other,1,15.0,15.0
4,Northern Illinois,False Start,Procedural,1,5.0,5.0
